id,title,release_date,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,runtime,vote_average,vote_count,popularity,budget,revenue,tagline,director,producer_1,producer_2,producer_3,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,overview,original_language,homepage,backdrop_path,poster_path,collection_name,keywords,adult_content
593,Solaris,1972-03-20,Drama,Science Fiction,Mystery,,,,167,7.8,1641,3.855,0,0,The planet where nightmares come true…,Andrei Tarkovsky,Viacheslav Tarasov,,,Natalya Bondarchuk,Donatas Banionis,Jüri Järvet,Vladislav Dvorzhetsky,Nikolay Grinko,Anatoliy Solonitsyn,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,ru,,/bWeXkzqMmM22MVJKi5VzjgPEPpi.jpg,/rXPWl3hBbzivmeCEbMD3LwV2Ada.jpg,,"loss of sense of reality, based on novel or book, extraterrestrial technology, 1970s, subconsciousness, soviet union, hallucination, space travel, astronaut",False
1280,3-Iron,2004-10-15,Drama,Romance,Crime,,,,88,7.8,1162,3.617,0,3403957,"In the quietness of empty houses, love finds a voice",Kim Ki-duk,Suh Young-joo,Kim Ki-duk,,Lee Seung-yun,Jae Hee,Kwon Hyuk-ho,Ju Jin-mo,Jeong-ho Choi,Lee Ju-seok,"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him.",ko,,/45AGyfilC8CKmKYORFLeJI76jP6.jpg,/nHN17NW8amE7iRVtM2VX4OnyxHl.jpg,,"prison, jealousy, husband wife relationship, love of one's life, love triangle, mannequin, burglar, violent husband, golf",False
113,"Spring, Summer, Fall, Winter... and Spring",2003-09-19,Drama,,,,,,103,7.8,1088,3.786,0,8945072,"What you like, others will also like.",Kim Ki-duk,Karl Baumgartner,Raimond Goebel,Lee Seung-jae,Oh Young-soo,Kim Ki-duk,Kim Young-min,Seo Jae-kyeong,Kim Jong-ho,Ha Yeo-jin,"An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",ko,http://www.fruehling-sommer.de,/95lyEbeqL6mDnJkmbLvgg2mFKM.jpg,/6SQQ5REuAz7k0FMQ9mSCT40T2LN.jpg,,"dying and death, life and death, countryside, temple, isolation, buddhism, buddhist monk, becoming an adult, mountain lake, meditation, attachment to nature, religious education, season, cycle, penalty, mortification, restart, taskmaster, philosophy, child, contemplative cinema",False
445030,No Game No Life: Zero,2017-07-15,Adventure,Animation,Drama,Fantasy,Romance,,106,7.801,392,3.574,0,6356284,,Atsuko Ishizuka,Mitsuhiro Nanbara,Yuki Yoshida,Mika Shimizu,Yoko Hikasa,Ai Kayano,Yoshitsugu Matsuoka,Kazuyuki Okitsu,Ryota Takeuchi,Yui Horie,"Six thousand years before Sora and Shiro were even a blink in the history of Disboard, war consumed the land, tearing apart the heavens, destroying stars, and even threatening to wipe out the human race. Amid the chaos and destruction, a young man named Riku leads humanity toward the tomorrow his heart believes in. One day, in the ruins of an Elf city, he meets Schwi, a female exiled ""Ex Machina"" android who asks him to teach her what it means to have a human heart.",ja,https://web.archive.org/web/20240101001454/http://ngnl.jp/story/,/ajUegP5L21iB8mXWl938o5TS6Hv.jpg,/cCBB6BGRj5nCTaEgogDtkHfjOLK.jpg,,"based on novel or book, magic, anti hero, supernatural, post-apocalyptic future, prequel, end of the world, tragedy, disaster, game, anime, high fantasy, battle of wits, based on light novel",False
22843,Evangelion: 2.0 You Can (Not) Advance,2009-06-26,Animation,Science Fiction,Action,Drama,,,112,7.8,888,3.569,10000000,44339362,"In the War Between Heaven and Earth, Salvation is Machine.",Hideaki Anno,,,,Megumi Ogata,Megumi Hayashibara,Yuko Miyamura,Maaya Sakamoto,Kotono Mitsuishi,Yuriko Yamaguchi,"Under constant attack by monstrous creatures called Angels that seek to eradicate humankind, U.N. Special Agency NERV introduces two new EVA pilots to help defend the city of Tokyo-3: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Meanwhile, Gendo Ikari and SEELE proceed with a secret project that involves both Rei and Shinji.",ja,https://www.evangelion.co.jp/2_0/index.html,/y7L6LQKiZPlPZYSXqFkxqfB1Te0.jpg,/7VLYN2CfJpB6PrcuzDKKqdGSUi6.jpg,Rebuild of Evangelion Collection,"post-apocalyptic future, alien, anthropomorphism, tragedy, mecha, giant robot, piloted robot, apocalypse, alien invasion, military, angst, anime, father son conflict, based on tv series",False
762,Monty Python and the Holy Grail,1975-03-14,Adventure,Comedy,Fantasy,,,,91,7.8,5911,4.418,400000,5028948,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,Terry Gilliam,Mark Forstater,Michael White,,Graham Chapman,John Cleese,Eric Idle,Terry Gilliam,Terry Jones,Michael Palin,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",en,https://www.sonypictures.com/movies/montypythonandtheholygrail,/1KgXxv6tHXOnakqYvMPvFwYKWiw.jpg,/hWx1ANiWEWWyzKPN0us35HCGnhQ.jpg,,"holy grail, swordplay, england, monk, wedding reception, scotland yard, midnight movie, animal attack, camelot, round table, chapter, satire, parody, breaking the fourth wall, knight, king arthur, knights of the round table, 10th century, anarchic comedy, absurd, hilarious",False
674,Harry Potter and the Goblet of Fire,2005-11-16,Adventure,Fantasy,,,,,157,7.801,21042,4.921,150000000,895921036,Dark and difficult times lie ahead.,Mike Newell,David Heyman,,,Daniel Radcliffe,Rupert Grint,Emma Watson,Brendan Gleeson,Michael Gambon,Robert Pattinson,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",en,https://www.warnerbros.com/movies/harry-potter-and-goblet-fire/,/5rrGVmRUuCKVbqUu41XIWTXJmNA.jpg,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,Harry Potter Collection,"witch, dying and death, based on novel or book, magic, boarding school, world cup, maze, mermaid, school of witchcraft, black magic, chosen one, sequel, vision, school, tournament, dragon, ghost, wizard, teenage hero, mysterious, christmas, based on young adult novel",False
554590,Tod@s Caen,2019-08-30,Comedy,,,,,,120,7.8,476,3.539,0,0,,Ariel Winograd,,,,Martha Higareda,Omar Chaparro,Claudia Álvarez,Mauricio Barrientos,Consuelo Duval,Miriam Higareda,A pair of seducers try to prove who has the best techniques while trying not to fall in love with each other.,es,https://www.todoscaen.com,/9Ef8abhHjuqyCNlhscEohNXsLJj.jpg,/3FldRByUqkzOPOZzsPO1PRFzbaQ.jpg,,,False
11621,Porco Rosso,1992-07-18,Family,Comedy,Animation,Adventure,,,93,7.8,3355,4.032,0,0,A pig's got to fly.,Hayao Miyazaki,Toshio Suzuki,,,Shūichirō Moriyama,Tokiko Kato,Bunshi Katsura VI,Tsunehiko Kamijô,Akemi Okamura,Akio Otsuka,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",ja,,/pFalq14lacs2oO7Q6YKiNqz5uAC.jpg,/8mIvSvnVBApfORL9N6S38Q7wD6A.jpg,,"beach, mediterranean, italy, fascism, transformation, singer, war hero, nostalgic, air pirate, anime, playful, witty, adventure",False
335578,Land of Mine,2015-12-03,War,Drama,History,,,,100,7.8,1392,3.583,5070773,0,"They survived the second World War, now they must survive the cleanup",Martin Zandvliet,Malte Grunert,Mikael Chr. Rieks,,Roland Møller,Louis Hofmann,Mikkel Boe Følsgaard,Joel Basman,Laura Bro,Oskar Bökelmann,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys are forced to perform the dangerous work under the leadership of a Danish sergeant.",da,,/vkzeh2G7Gwapo4J1eqGWRph2hCs.jpg,/7TOYH2VDnYbXpBKlrkdQZUSC3Du.jpg,,"beach, prisoner of war, post world war ii, land mine, 1940s, minefield, sudden death, boy soldier, meager rations",False
22683,Gifted Hands: The Ben Carson Story,2009-02-07,Drama,,,,,,86,7.8,704,3.782,0,0,,Thomas Carter,David A. Rosemont,,,Cuba Gooding Jr.,Kimberly Elise,Aunjanue Ellis-Taylor,Harron Atkins,Ele Bardha,Loren Bass,Gifted Hands: The Ben Carson Story is a movie based on the life story of world-renowned neurosurgeon Ben Carson from 1961 to 1987.,en,http://www.tnt.tv/movies/giftedhands/,/xkaeirZBfs9nfz2TJoFHxyOLCcC.jpg,/4NxxtiqezjUmUxoDTOjO5FeJvFt.jpg,,"husband wife relationship, 1970s, surgeon, biography, based on true story, doctor, detroit, michigan, neurosurgeon, surgery, conjoined twins, 1980s, pediatrician, 1960s, mother son relationship, african american, medical",False
10193,Toy Story 3,2010-06-16,Animation,Family,Comedy,,,,103,7.798,14864,3.913,200000000,1067316101,No toy gets left behind.,Lee Unkrich,Darla K. Anderson,,,Tom Hanks,Tim Allen,Joan Cusack,Don Rickles,Wallace Shawn,John Ratzenberger,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",en,http://disney.go.com/toystory/,/uAfhsySkr1UzQg1zdg3dZQRz9Fd.jpg,/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,Toy Story Collection,"escape, hostage, college, villain, sequel, buddy, daycare, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life",False
136,Freaks,1932-01-01,Drama,Horror,,,,,66,7.8,1202,3.787,310607,0,Can a full grown woman truly love a midget?,Tod Browning,Irving Thalberg,Tod Browning,,Harry Earles,Olga Baclanova,Daisy Earles,Henry Victor,Wallace Ford,Leila Hyams,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",en,,/8ux67xfdkmTsz9SgEKATJTjQlD6.jpg,/fX2Wxd0W9E7eVClUd8kJTfennoV.jpg,,"infidelity, dwarf, attempted murder, clown, beauty, carnival, revenge, murder, newlywed, pre-code, bigotry, disability, sideshow, told in flashback, speech impediment, trapeze artist, stutterer, deformity, conjoined twins, freak, armless, midgets, midget, bareback rider, legless man, poisoned drink, pseudo-hermaphrodite, bearded lady, microcephalics, human skeleton",False
562,Die Hard,1988-07-15,Action,Thriller,,,,,132,7.797,11394,5.567,28000000,140767956,Twelve terrorists. One cop. The odds are against John McClane... That's just the way he likes it.,John McTiernan,Lawrence Gordon,Beau Marks,Joel Silver,Bruce Willis,Alan Rickman,Alexander Godunov,Bonnie Bedelia,Reginald VelJohnson,Paul Gleason,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her offices Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",en,https://www.foxmovies.com/movies/die-hard,/oIwfoUFfWfESn0Y8u8jv9lc8li1.jpg,/1NnCbaFaWgHczKjH5Eii46VmpPp.jpg,Die Hard Collection,"husband wife relationship, based on novel or book, s.w.a.t., fbi, christmas party, vault, heist, murder, shootout, los angeles, california, terrorism, one man army, explosion, police officer, hostage negotiator, one night, lapd, aggressive, christmas, 1980s, action hero, german, hostages, heist thriller, patrol officer, furious, high octane, euphoric",False
84892,The Perks of Being a Wallflower,2012-09-20,Drama,,,,,,103,7.796,10591,4.088,13000000,33384127,We are infinite.,Stephen Chbosky,John Malkovich,Lianne Halfon,Russell Smith,Logan Lerman,Emma Watson,Ezra Miller,Mae Whitman,Kate Walsh,Dylan McDermott,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",en,https://www.lionsgate.com/movies/the-perks-of-being-a-wallflower,/3GppgdtQeVKfN6JhvGIGWYVsItn.jpg,/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg,,"school friend, depression, high school, friendship, based on novel or book, trauma, coming of age, freshman, school, teenage boy, high school student, first love, aunt nephew relationship, lgbt, mental health, lgbt teen, pittsburgh, pennsylvania, candid, thoughtful, 1990s, based on young adult novel, gay theme, serious, boys' love (bl), teenager, reminiscent, romantic, admiring, amused, appreciative",False
5915,Into the Wild,2007-09-21,Adventure,Drama,,,,,148,7.796,9619,4.076,15000000,56255142,Into the heart. Into the soul.,Sean Penn,Sean Penn,Art Linson,Bill Pohlad,Emile Hirsch,Marcia Gay Harden,William Hurt,Jena Malone,Brian H. Dierker,Catherine Keener,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",en,,/87tmTU1NSR5EUGTKsF5rhLwZtZc.jpg,/jnLnLYP5pGDfri04gxtAqAvkHMw.jpg,,"parent child relationship, self-discovery, camping, wilderness, biography, based on true story, road trip, alaska, starvation, journey, bold",False
531,The Wrong Trousers,1993-12-17,Animation,Comedy,Family,,,,30,7.8,1048,3.541,0,0,They’ll crack any case,Nick Park,Christopher Moll,,,Peter Sallis,,,,,,"Wallace rents out Gromit's former bedroom to a penguin, who takes up an interest in the techno pants created by Wallace. However, Gromit later learns that the penguin is a wanted criminal.  Preserved by the Academy Film Archive.",en,http://www.wallaceandgromit.com/films/the-wrong-trousers,/9AbessEz2YKjmPtYKATDeYRW3Px.jpg,/mV8SDTjkxrDxu0a0egvFz1lRPU7.jpg,Wallace & Gromit Collection,"robbery, inventor, diamond, human animal relationship, penguin, telecontrol, villain, surrealism, anthropomorphism, betrayal, stop motion, criminal, dog, jewel heist, claymation, plasticine, short film, preserved film",False
29845,A Woman Under the Influence,1974-11-18,Drama,,,,,,155,7.8,500,3.78,0,16626,"A woman of today, her world, her passions.",John Cassavetes,Sam Shaw,,,Gena Rowlands,Peter Falk,Fred Draper,Lady Rowlands,Katherine Cassavetes,Matthew Labyorteaux,"Mabel Longhetti, desperate and lonely, is married to a Los Angeles municipal construction worker, Nick. Increasingly unstable, especially in the company of others, she craves happiness, but her extremely volatile behavior convinces Nick that she poses a danger to their family and decides to commit her to an institution for six months. Alone with a trio of kids to raise on his own, he awaits her return, which holds more than a few surprises.",en,,/uOLcJJYZ3hbFSrKQPDaLhrYnjUv.jpg,/6EJ4JoTxnH1QmGTE9pPzgtW1cLW.jpg,,"mental breakdown, unfaithfulness, los angeles, california, tense, ambivalent, cruel, disheartening",False
29458,One Hundred Steps,2000-09-01,Drama,History,,,,,114,7.797,680,3.568,0,1805884,,Marco Tullio Giordana,Fabrizio Mosca,,,Luigi Lo Cascio,Luigi Maria Burruano,Lucia Sardo,Paolo Briguglia,Tony Sperandeo,Andrea Tidona,"Peppino Impastato is a quick-witted lad growing up in 1970s Sicily. Despite hailing from a family with Mafia ties and living just one hundred steps from the house of local boss Tano Badalamenti, Peppino decides to expose the Mafia by using a pirate radio station to broadcast his political pronouncements in the form of ironic humour.",it,,/lkdP7XOj3OnbeyVP79Rbxckkz5R.jpg,/dpQpjLslfQlpDv7eCVRDPQAKgqs.jpg,,"sicily, italy, biography, based on true story, pirate radio, counter-culture, political activist, sicilian mafia, anti-mafia, few against many",False
760774,One Life,2023-12-21,History,Drama,,,,,109,7.794,779,4.131,0,51437352,"Save one life, save the world.",James Hawes,Joanna Laurie,Iain Canning,Emile Sherman,Anthony Hopkins,Johnny Flynn,Lena Olin,Romola Garai,Alex Sharp,Jonathan Pryce,"British stockbroker Nicholas Winton visits Czechoslovakia in the 1930s and forms plans to assist in the rescue of Jewish children before the onset of World War II, in an operation that came to be known as the Kindertransport.",en,,/7kgDHoXEk0EySTczcmaYpPDBFQS.jpg,/yvnIWt2j8VnDgwKJE2VMiFMa2Qo.jpg,,"world war ii, deportation, czechoslovakia, biography, based on true story, refugee train, war hero, nazi invasion, jewish family, kindertransport, jewish refugee, 1930s, semi-biographical, pre-war, jewish history, jews, nazi germany, jews in hiding, dramatic, jewish child, jewish community",False
49797,I Saw the Devil,2010-08-12,Thriller,Horror,,,,,144,7.8,2673,4.069,6000000,12966357,Abandon all compassion.,Kim Jee-woon,Kim Jae-young,Kim Jung-hwa,,Lee Byung-hun,Choi Min-sik,Jeon Kuk-hwan,Cheon Ho-jin,Oh San-ha,Kim Yoon-seo,"Kyung-chul is a dangerous psychopath who kills for pleasure. Soo-hyeon, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",ko,http://www.isawthedevilmovie.com/,/7AOwzUtLaaIsxdDfoA8AEftPJAG.jpg,/zp5NrmYp80axIGiEiYPmm1CW6uH.jpg,,"psychopath, cemetery, police chief, secret agent, revenge, murder, serial killer, mercilessness, severed head, brutality, cannibal, tracking device, south korea, sadistic killer",False
13042,Presto,2008-06-27,Animation,Family,Comedy,,,,5,7.794,1004,3.533,0,0,An Amazing Five Minutes Of Animated Fun,Doug Sweetland,Richard E. Hollander,,,Doug Sweetland,,,,,,"Dignity. Poise. Mystery. We expect nothing less from the great turn-of-the-century magician, Presto. But when Presto neglects to feed his rabbit one too many times, the magician finds he isn't the only one with a few tricks up his sleeve!",en,https://www.pixar.com/presto,/aDMoJ8NlpyzWblxUnscHKCafvjP.jpg,/mWRgBxm7twwntbrX0xZlY8lw3aV.jpg,,"rescue, magic, bunny, stage, banjo, rabbi, rope, anger, magician, short film",False
367412,Whiplash,2013-01-18,Drama,Music,,,,,18,7.793,368,3.582,0,0,Suffering is the soul of greatness.,Damien Chazelle,Helen Estabrook,Couper Samuelson,Nicholas Britell,Johnny Simmons,J.K. Simmons,Nate Lang,C.J. Vana,Honora Javier,Omari Grayson,"A ferocious, bullying music teacher teaches a dedicated student.",en,,/sO70LyX3CHDNimbUwdGqL6pjrD3.jpg,/wLhAUPJQfjVcY0QcZ8cr6LzWZTi.jpg,,"music teacher, jazz band, verbal abuse, short film, proof of concept",False
5991,The Last Laugh,1924-12-23,Drama,,,,,,90,7.793,311,3.568,0,0,,F. W. Murnau,Erich Pommer,,,Emil Jannings,Maly Delschaft,Max Hiller,Hans Unterkircher,Hermann Vallentin,Emilie Kurz,"An aging doorman, after being fired from his prestigious job at a luxurious hotel is forced to face the scorn of his friends, neighbours and society.",de,,/2r325pJEC1vsAx8JSEjYeUUHRvN.jpg,/7Y6Dxr3oYt1w7ew70YNdLLDYEjk.jpg,,"hotel, uniform, rain, cigar smoking, inheritance, gossip, silent film, imagery, noisy neighbor, bible quote, tip, porter, german expressionism",False
2118,L.A. Confidential,1997-09-19,Crime,Mystery,Thriller,Drama,,,138,7.8,5057,4.625,35000000,126216940,Everything is suspect... Everyone is for sale... And nothing is what it seems.,Curtis Hanson,Curtis Hanson,Arnon Milchan,Michael G. Nathanson,Guy Pearce,Russell Crowe,Kevin Spacey,Kim Basinger,Danny DeVito,James Cromwell,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,en,,/fGbM2cqPauRu7ALFPSTDBH9FgpU.jpg,/lWCgf5sD5FpMljjpkRhcC8pXcch.jpg,,"corruption, based on novel or book, call girl, shotgun, detective, femme fatale, domestic violence, whodunit, corpse, district attorney, movie star, good cop bad cop, angry, aggressive, neo-noir, zealous, 1950s, vindictive, admiring, approving, vibrant",False
5000,Forbidden Games,1952-05-09,Drama,War,,,,,87,7.8,316,3.531,0,10188,War ... and how it affects the lives of our children,René Clément,Robert Dorfmann,,,Brigitte Fossey,Georges Poujouly,Philippe de Chérisey,Laurence Badie,Suzanne Courtal,Lucien Hubert,"Orphaned after a Nazi air raid, Paulette, a young Parisian girl, runs into Michel, an older peasant boy, and the two quickly become close. Together, they try to make sense of the chaotic and crumbling world around them, attempting to cope with death as they create a burial ground for Paulette's deceased pet dog. Eventually, however, Paulette's stay with Michel's family is threatened by the harsh realities of wartime.",fr,,/iNkgF4uBzcFTrY3NN6JrlCD5Ho.jpg,/nby91GNVXQAv1NmKvqlpEEdhcMQ.jpg,,"france, countryside, funeral, world war ii, exodus, foster parents, death, cross, post war, abandonment, children in wartime",False
901563,Close,2022-11-01,Drama,,,,,,104,7.8,831,3.598,0,3129968,,Lukas Dhont,Dirk Impens,Michiel Dhont,Michel Saint-Jean,Eden Dambrine,Gustav De Waele,Émilie Dequenne,Léa Drucker,Igor van Dessel,Kevin Janssens,"Thirteen-year-olds Léo and Rémi have always been close, but they drift apart after the intimacy of their relationship is questioned by schoolmates.",fr,https://close.movie/,/doZEE6CiLM8Q1hu4Hqoxr4Pf2JA.jpg,/hjoSRso1ZslGWHowrVtBIfNT56b.jpg,,"friendship, suicide, forgiveness, male friendship, bullying, ice hockey, coming of age, grief, best friend, teenage boy, bike, guilt, childhood, lgbt, childhood friends, peer pressure, masculinity, intimacy, death of best friend, field trip, boyhood, vulnerability, oboe, boys' love (bl), lgbt child, powerful",False
11697,The Man Who Shot Liberty Valance,1962-04-13,Western,,,,,,123,7.789,1170,3.568,3200000,8000000,Together for the first time,John Ford,John Ford,Willis Goldbeck,,John Wayne,James Stewart,Vera Miles,Lee Marvin,Edmond O'Brien,Andy Devine,"Questions arise when Senator Stoddard attends the funeral of a local man named Tom Doniphon in a small Western town. Flashing back, we learn Doniphon saved Stoddard, then a lawyer, when he was roughed up by a crew of outlaws terrorizing the town, led by Liberty Valance. As the territory's safety hung in the balance, Doniphon and Stoddard, two of the only people standing up to him, proved to be very important, but different, foes to Valance.",en,,/h1vBJ0uN4QCbBb5WVKxmtfTrHoY.jpg,/4C1R0LEivLjbv3swAzJfzh0tzXl.jpg,,"gunslinger, showdown, funeral, legend, ranch, outlaw, lawyer, black and white, stagecoach, cowboy",False
359156,Don't Be Bad,2015-09-08,Crime,Drama,,,,,100,7.787,986,3.79,0,0,,Claudio Caligari,Paolo Bogna,Simone Isola,Valerio Mastandrea,Luca Marinelli,Alessandro Borghi,Silvia D'Amico,Roberta Mattei,Alessandro Bernardini,Valentino Campitelli,"A story set in the 90s and in the outskirts of Rome to Ostia. A world where money, luxury cars, night clubs, cocaine and synthetic drugs are easy to run. A world in which Vittorio and Cesare, in their early twenties, act in search of their success.",it,,/dwzjaCNn4qzAY0Fu0AdqxhovSWE.jpg,/taSfNqBkM6fVexayWLKcqHxMg7a.jpg,,"friendship, robbery, italy, heroin, ecstasy, cocaine, flashback, drugs, transsexual, 1990s",False
523781,Words on Bathroom Walls,2020-08-21,Drama,Romance,,,,,111,7.8,618,3.542,8000000,3151849,"If you can't trust your mind, trust your heart.",Thor Freudenthal,Mickey Liddell,Pete Shilaimon,Thor Freudenthal,Charlie Plummer,Molly Parker,Walton Goggins,Andy García,Taylor Russell,AnnaSophia Robb,"Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",en,https://www.lionsgate.com/movies/words-on-bathroom-walls,/q7z2kKGeAfkKQx6cmb4pFcEEkME.jpg,/sTtcwfTjE9jaU0928xjUXNtmmyr.jpg,,"high school, schizophrenia, narration, cooking, tutor, catholic school, valedictorian, confession booth, hearing voices, protective mother, teenage protagonist, based on young adult novel",False
71157,Polisse,2011-10-06,Drama,Crime,,,,,123,7.786,1240,3.827,0,20374201,,Maïwenn,Alain Attal,,,Frédéric Pierrot,JoeyStarr,Nicolas Duvauchelle,Karin Viard,Naidra Ayadi,Karole Rocher,"Paris, France. Fred and his colleagues, members of the BPM, the Police Child Protection Unit, dedicated to pursuing all sorts of offenses committed against the weakest, must endure the scrutiny of Melissa, a photographer commissioned to graphically document the daily routine of the team.",fr,,/1nR9mCsJD02j13wet0yAnVhEG6Y.jpg,/cKs3XSFVbFeZcH3g9geAvr6ApOl.jpg,,"husband wife relationship, paris, france, family relationships, co-workers relationship, extramarital affair, photojournalism, woman director, abused child",False
31056,A Short Film About Love,1988-08-21,Drama,Romance,,,,,87,7.8,377,3.53,0,0,,Krzysztof Kieślowski,Ryszard Chutkowski,,,Grażyna Szapołowska,Olaf Lubaszenko,Stefania Iwińska,Piotr Machalica,Artur Barciś,Stanisław Gawlik,"19-year-old Tomek whiles away his lonely life by spying on his opposite neighbour Magda through binoculars. She's an artist in her mid-thirties, and appears to have everything - not least a constant stream of men at her beck and call. But when the two finally meet, they discover that they have a lot more in common than appeared at first sight...",pl,,/1GzNRA6kKW18EsL52vQVybUAu1v.jpg,/kLAMz50Or2So1aEzHYv0R8iXo46.jpg,,"love, wistful, hopeful",False
9475,Scent of a Woman,1992-12-23,Drama,Comedy,,,,,156,7.786,3520,4.325,31000000,134100000,"Col. Frank Slade has a very special plan for the weekend. It involves travel, women, good food, fine wine, the tango, chauffeured limousines and a loaded forty-five. And he's bringing Charlie along for the ride.",Martin Brest,Martin Brest,,,Al Pacino,Chris O'Donnell,James Rebhorn,Gabrielle Anwar,Philip Seymour Hoffman,Richard Venture,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.",en,,/wwaVAZmQU2CBAJzBtahOSvqvpbc.jpg,/4adI7IaveWb7EidYXfLb3MK3CgO.jpg,,"vietnam veteran, new york city, blindness and impaired vision, scholarship, boarding school, tango, thanksgiving, limousine, new hampshire, colonel, prank, blind, tears, new england, perfume, change of heart, preparatory school, ex military, blind man, cantankerous, ferrari",False
1366,Rocky,1976-11-20,Drama,,,,,,120,7.786,8008,4.673,1000000,225253184,His whole life was a million-to-one shot.,John G. Avildsen,Robert Chartoff,Irwin Winkler,,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,Thayer David,An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.,en,https://www.20thcenturystudios.com/movies/rocky,/wC36tEU7AqP5llAvjXkZhZ248tX.jpg,/8kEun6U9hTddM7NEfLLCGQKU2Mp.jpg,Rocky Collection,"underdog, philadelphia, pennsylvania, transporter, love of one's life, italian american, sports, fight, independence, publicity, boxer, training, lovers, world champion, victory, surprise, boxing, absurd, hopeful",False
428493,God's Own Country,2017-08-31,Romance,Drama,,,,,105,7.785,906,3.787,0,2559939,,Francis Lee,Manon Ardisson,Jack Tarling,,Josh O’Connor,Alec Secăreanu,Gemma Jones,Ian Hart,Harry Lister Smith,Patsy Ferran,"A young farmer in rural Yorkshire numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker.",en,http://www.godsowncountryfilm.com,/R2cpJHKCY0kQaaBV29tM8QVJ8B.jpg,/rK8SmSvF5smhJOjenGfFAE5j6f4.jpg,,"sheep, countryside, isolation, farm life, yorkshire, loneliness, rural area, migrant farmworker, farmer, british pub, stroke, lgbt, responsibility, migrant worker, romanian, animal agriculture, gay romance, gay theme, boys' love (bl), admiring, amused",False
